"AD_Org_ID[Name]","ZZMigrationCode/K","IsActive","ZZSaqaUnitStandardCode","ZZSaqaUnitStandardTitle","ZZCredits","Registrationstartdate","Registrationenddate","ZZLastEnrolmentDate","ZZLastAchievementDate","ZZNewRegistrationStartDate","ZZNewRegistrationEndDate","ZZNewLastEnrolmentDate","ZZNewLastAchievementDate","ZZIsReplacement","ZZIsReregistered","ZZMqaUnitStandardCode","ZZMigrateValues"
*,3498,Y,"256675",Recover precious metals from combustible waste by means of an incinerator,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256675",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3499,Y,"256694",Remove impurities from PGM bearing liquor by means of a hydrolysis process,4,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256694",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3500,Y,"256678",Remove redundant combination liner from an arc furnace,3,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256678",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3501,Y,"256726",Remove solid impurities from a liquid by means of a Funda filter,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256726",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3502,Y,"256679",Replace filter bags of a cyanide storage silo,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256679",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3503,Y,"256688",Construct a tailings dam catwalk,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256688",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3504,Y,"256772",Control medium density in a dense medium separation process,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256772",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3505,Y,"256672",Convert the platinum group metal salt to a sponge form,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256672",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3506,Y,"256719",De-aerate a solution by means of a Crowe tower,12,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256719",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3507,Y,"256691",Deposit tailings onto a paddock-type dam,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256691",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3508,Y,"256689",Dissolve precious metals in a chemical,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256689",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3509,Y,"256795",Dry and preheat green pellets,10,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256795",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3510,Y,"256671",Dry material by means of thermal process,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256671",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3511,Y,"256724",Extract a specific platinum group metal from a solution by means of a chemical process,10,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256724",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3512,Y,"256659",Generate airflow,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256659",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3513,Y,"256683",Increase hydrochloric acid concentration by means of chlorine gas absorption,8,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256683",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3514,Y,"256685",Increase redox potential of hydrochloric acid by means of chlorine gas absorption,8,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256685",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3515,Y,"256721",Leach gold from a gravity concentrate by means of an inline leach reactor,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256721",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3516,Y,"256717",Leach gold-bearing material by means of chlorine,9,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256717",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3517,Y,"256664",Leach metal bearing material in a metallurgical plant,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256664",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3518,Y,"256686",Load material into railway trucks by means of an automated loading station,9,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256686",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3519,Y,"256696",Maintain routine tailings dam performance records,4,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256696",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3520,Y,"256663",Neutralize cyanide spillage,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256663",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3521,Y,"256727",Oxidise concentrates by means of the Biox process,14,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256727",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3522,Y,"256693",Produce bullion by means of a furnace,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256693",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3523,Y,"256739",Produce copper bar by means of a continuous casting process,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256739",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3524,Y,"256674",Recover uranium from solution by means of a chemical precipitation,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256674",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3525,Y,"256737",Reduce metal bearing material in a pressure vessel,6,2008-05-20 00:00:00.000,2011-05-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256737",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3526,Y,"256680",Separate precious metals by means of an hydrolosis process,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256680",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3527,Y,"256673",Stack material onto a blending stockpile by means of a stacker,3,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256673",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3528,Y,"256738",Tap molten material from an ASARCO furnace,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256738",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3529,Y,"256740",Transfer a gas by means of a gas transfer pump,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256740",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3530,Y,"256722",Control medium density in a dense medium separation process,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256722",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3531,Y,"256818",Control proportioning of raw material,11,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256818",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3532,Y,"256775",Produce pellets by means of a pelletizer,10,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256775",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3533,Y,"256690",Produce platinum ingots by means of a furnace,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256690",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3534,Y,"256622",Collect precious metals from a fluxed sample into a metal button by means of the fire assay fusion process,6,2009-05-05 00:00:00.000,2012-05-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256622",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3535,Y,"256626",Flux samples in preparation for the fire assay fusion,6,2009-05-05 00:00:00.000,2012-05-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256626",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3536,Y,"256602",Recover precious metals from a lead button by means of the cupellation process,7,2009-05-05 00:00:00.000,2012-05-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256602",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3537,Y,"256617",Determine the pH of a liquid by means of a pH meter,2,2009-05-05 00:00:00.000,2012-05-05 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256617",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3538,Y,"256601",Determine the precious metal content of an assayed sample by high temperature cupellation and weighing,7,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256601",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3539,Y,"256620",Dissolve solid samples for analysis,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256620",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3540,Y,"256625",Perform a sink-float analysis,5,2008-05-20 00:00:00.000,2011-05-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256625",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3541,Y,"256605","Maintain stock levels of equipment, reagents and consumables required by the laboratory",12,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256605",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3542,Y,"256627",Determine the gold fineness of gold bullion by the re-inquartation and parting procedure,4,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256627",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3543,Y,"256598",Quantify analyte concentrations in prepared samples by means of Ultraviolet-Visible Spectrophotometry,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256598",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3544,Y,"256615",Quantify analyte concentrations in samples by means of X-ray Fluorescence Spectrometry,9,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256615",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3545,Y,"256628",Quantify analyte concentrations in prepared samples by means of Flame Atomic Absorption Spectroscopy,15,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256628",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3546,Y,"256604",Quantify analyte concentrations in prepared samples by means of Graphite Furnace Atomic Absorption Spectroscopy,3,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256604",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3547,Y,"256618",Quantify analyte concentrations in prepared samples by means of Inductively Coupled Plasma Optical Emission Spectrometry (ICP-OES),12,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256618",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3548,Y,"256623",Quantify analyte concentrations in prepared solid samples by means of Emission Spectroscopy,12,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256623",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3549,Y,"261453",Clean up cast pieces  prior to final finish,4,2009-08-19 00:00:00.000,2012-08-19 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,Jwl-G028,ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3550,Y,"253736",Use welding definitions and symbols,5,2008-06-11 00:00:00.000,2011-06-11 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"253736",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3551,Y,"256603",Operate a direct current winder,15,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256603",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3552,Y,"256597",Operate an alternating current winder,15,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256597",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3553,Y,"256636",Demonstrate an understanding of the functions of electrical and mechanical components on a winder,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256636",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3554,Y,"256600",Position conveyances in a shaft by means of clutching,11,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256600",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3555,Y,"256606",Shut down a winding plant,3,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256606",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3556,Y,"256635",Start and take control of a winder,19,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256635",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3557,Y,"256616",Sling material into and remove slung material from a shaft,4,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256616",ref:ZZLkpNqfLevel:ZZNqfLevel:2
*,3558,Y,"256595",Operate a friction-driven winder,5,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256595",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3559,Y,"113881","Inspect maintain, repair and do fault finding on Medium/High Voltage networks",8,2007-05-12 00:00:00.000,2010-05-12 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"113881",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3560,Y,"113882",Inspect test and maintain Medium/High Voltage earthing systems,4,2007-05-15 00:00:00.000,2010-05-15 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"113882",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3561,Y,"113883",Install/replace/medium/high voltage equipment and hardware,6,2006-02-18 00:00:00.000,2009-02-18 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"113883",ref:ZZLkpNqfLevel:ZZNqfLevel:4
*,3562,Y,"252044",Apply the principles of knowledge management,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"252044",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,3563,Y,"252032","Develop, implement and evaluate an operational plan",2,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"252032",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,3564,Y,"120300",Analyse leadership and related theories in a workplace context,8,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"120300",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,3565,Y,"252036",Apply mathematical analysis to economic and financial information,6,2008-11-20 00:00:00.000,2011-11-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"252036",ref:ZZLkpNqfLevel:ZZNqfLevel:5
*,3566,Y,"257032",Load material using a face shovel,26,2009-02-10 00:00:00.000,2012-02-10 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"257032",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3567,Y,"7050",Metal service centres: Use lifting tackle,6,2009-03-12 00:00:00.000,2012-03-12 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"7050",ref:ZZLkpNqfLevel:ZZNqfLevel:1
*,3568,Y,"256637",Understand health and safety practices pertaining to winding operations,5,2008-08-20 00:00:00.000,2011-08-20 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"256637",ref:ZZLkpNqfLevel:ZZNqfLevel:3
*,3569,Y,"8016","Manitaining occupational health, safety and general housekeeping",8,2008-01-25 00:00:00.000,2011-01-25 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,1900-01-01 00:00:00.000,N,N,"8016",ref:ZZLkpNqfLevel:ZZNqfLevel:3
